touch_id,inquiry_id,touch_timestamp,channel,platform,campaign_id,campaign_name,ad_group,keyword,search_term,match_type,landing_page,geography,cost,platform_conversion,source_system,evidence_class
TOUCH-000385,,2026-05-21T13:51:31,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,AZ,34.5,0,Google Ads,System-Observed
TOUCH-000386,,2026-05-29T14:22:28,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,WA,28.23,0,Google Ads,System-Observed
TOUCH-000387,,2026-05-30T19:21:50,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Residential Programs,residential treatment center,residential treatment center,Broad,https://harborridge.example.test/admissions,NY,21.06,0,Google Ads,System-Observed
TOUCH-000388,,2026-05-25T14:29:40,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Family Support,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,NY,14.98,0,Google Ads,System-Observed
TOUCH-000389,,2026-05-22T14:38:53,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,UT,18.25,0,Google Ads,System-Observed
TOUCH-000390,,2026-05-30T09:41:52,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,FL,15.35,0,Google Ads,System-Observed
TOUCH-000391,,2026-05-08T07:32:31,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Family Support,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,UT,41.47,0,Google Ads,System-Observed
TOUCH-000392,,2026-05-08T08:03:48,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,CO,25.54,0,Google Ads,System-Observed
TOUCH-000393,,2026-05-30T16:36:50,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,OR,38.78,0,Google Ads,System-Observed
TOUCH-000394,,2026-05-16T15:53:22,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,NY,21.7,0,Google Ads,System-Observed
TOUCH-000395,,2026-05-03T07:26:57,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Family Support,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,CO,36.84,0,Google Ads,System-Observed
TOUCH-000396,,2026-05-11T08:27:28,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,residential treatment center,residential treatment center,Broad,https://harborridge.example.test/admissions,CO,27.75,0,Google Ads,System-Observed
TOUCH-000397,,2026-05-21T12:00:57,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,WA,21.89,0,Google Ads,System-Observed
TOUCH-000398,,2026-05-10T07:49:43,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Family Support,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,CA,38.01,0,Google Ads,System-Observed
TOUCH-000399,,2026-05-03T17:28:42,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,NY,30.43,0,Google Ads,System-Observed
TOUCH-000400,,2026-05-01T08:17:33,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Family Support,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,FL,28.73,0,Google Ads,System-Observed
TOUCH-000401,,2026-05-23T11:06:30,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,NV,38.7,0,Google Ads,System-Observed
TOUCH-000402,,2026-05-30T16:46:28,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,residential treatment center,residential treatment center,Broad,https://harborridge.example.test/admissions,TX,38.23,0,Google Ads,System-Observed
TOUCH-000403,,2026-05-20T15:23:17,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,NV,42.44,0,Google Ads,System-Observed
TOUCH-000404,,2026-05-26T12:00:30,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,AZ,26.9,0,Google Ads,System-Observed
TOUCH-000405,,2026-05-17T16:20:48,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,UT,18.76,0,Google Ads,System-Observed
TOUCH-000406,,2026-05-13T16:27:09,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Family Support,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,NY,16.02,0,Google Ads,System-Observed
TOUCH-000407,,2026-05-19T07:05:32,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,CA,29.81,0,Google Ads,System-Observed
TOUCH-000408,,2026-05-19T15:02:04,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Family Support,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,FL,12.6,0,Microsoft Ads,System-Observed
TOUCH-000409,,2026-05-24T18:21:42,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Family Support,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,UT,14.29,0,Microsoft Ads,System-Observed
TOUCH-000410,,2026-05-13T18:33:32,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Family Support,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,NY,14.67,0,Microsoft Ads,System-Observed
TOUCH-000411,,2026-05-20T17:34:27,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,FL,30.41,0,Microsoft Ads,System-Observed
TOUCH-000412,,2026-05-18T09:48:37,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Family Support,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,OR,12.34,0,Microsoft Ads,System-Observed
TOUCH-000413,,2026-05-26T10:50:50,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,FL,27.87,0,Microsoft Ads,System-Observed
TOUCH-000414,,2026-05-22T13:13:59,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Residential Programs,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,CO,19.23,0,Microsoft Ads,System-Observed
TOUCH-000415,,2026-05-29T18:43:34,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Family Support,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,NV,9.43,0,Microsoft Ads,System-Observed
TOUCH-000416,,2026-05-25T07:33:44,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Detox Programs,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,UT,9.71,0,Microsoft Ads,System-Observed
TOUCH-000417,,2026-05-02T08:36:01,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Detox Programs,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,CO,11.1,0,Microsoft Ads,System-Observed
TOUCH-000418,,2026-05-23T19:48:09,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Family Support,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,AZ,31.01,0,Microsoft Ads,System-Observed
TOUCH-000419,,2026-05-30T11:39:38,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Detox Programs,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,OR,31.92,0,Microsoft Ads,System-Observed
TOUCH-000420,,2026-05-03T19:42:04,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Detox Programs,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,OR,12.61,0,Microsoft Ads,System-Observed
TOUCH-000421,,2026-05-08T07:33:33,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Admissions,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,NV,11.38,0,Microsoft Ads,System-Observed
TOUCH-000422,,2026-05-22T10:54:32,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Admissions,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,CO,23.84,0,Microsoft Ads,System-Observed
TOUCH-000423,,2026-05-15T09:16:22,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Family Support,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,CO,10.9,0,Microsoft Ads,System-Observed
TOUCH-000424,,2026-05-28T08:05:56,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Family Support,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,NV,15.98,0,Microsoft Ads,System-Observed
TOUCH-000425,,2026-05-23T08:09:42,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Family Support,substance abuse treatment options,substance abuse treatment options,Broad,https://harborridge.example.test/admissions,OR,28.49,0,Microsoft Ads,System-Observed
TOUCH-000426,,2026-05-11T12:51:56,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,OR,14.33,0,Meta,System-Observed
TOUCH-000427,,2026-05-03T08:52:57,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,UT,3.33,0,Meta,System-Observed
TOUCH-000428,,2026-05-26T14:30:27,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,AZ,13.15,0,Meta,System-Observed
TOUCH-000429,,2026-05-11T17:08:41,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,NY,6.47,0,Meta,System-Observed
TOUCH-000430,,2026-05-23T14:52:14,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,TX,12.27,0,Meta,System-Observed
TOUCH-000431,,2026-05-24T09:29:00,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,CA,8.37,0,Meta,System-Observed
TOUCH-000432,,2026-05-18T09:54:53,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,TX,13.05,0,Meta,System-Observed
TOUCH-000433,,2026-05-16T18:26:21,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,UT,8.01,0,Meta,System-Observed
TOUCH-000434,,2026-05-27T16:36:48,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,CA,3.26,0,Meta,System-Observed
TOUCH-000435,,2026-05-31T17:11:12,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,WA,7.8,0,Meta,System-Observed
TOUCH-000436,,2026-05-01T14:47:29,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,TX,10.94,0,Meta,System-Observed
TOUCH-000437,,2026-05-20T15:40:42,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,WA,11.63,0,Meta,System-Observed
TOUCH-000438,,2026-05-13T20:59:06,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,NY,7.24,0,Meta,System-Observed
TOUCH-000439,,2026-05-11T07:27:18,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,OR,4.57,0,Meta,System-Observed
TOUCH-000440,,2026-05-27T17:08:21,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,WA,11.71,0,Meta,System-Observed
TOUCH-000441,,2026-05-07T08:20:12,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,CO,5.88,0,Meta,System-Observed
TOUCH-000442,,2026-05-08T08:57:55,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,FL,5.81,0,Meta,System-Observed
TOUCH-000443,,2026-05-03T08:37:41,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,AZ,6.27,0,Meta,System-Observed
TOUCH-000444,,2026-05-23T17:09:12,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,OR,8.56,0,Meta,System-Observed
TOUCH-000445,,2026-05-15T13:18:43,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,OR,13.74,0,Meta,System-Observed
TOUCH-000446,,2026-05-29T15:16:40,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,WA,6.14,0,Meta,System-Observed
TOUCH-000447,,2026-05-01T10:56:32,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,TX,13.51,0,Meta,System-Observed
TOUCH-000448,,2026-05-07T19:28:24,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,CA,9.62,0,Meta,System-Observed
TOUCH-000449,,2026-05-21T16:06:19,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,FL,9.01,0,Meta,System-Observed
TOUCH-000450,,2026-05-28T11:45:43,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,UT,14.98,0,Meta,System-Observed
TOUCH-000451,,2026-05-24T12:31:18,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,UT,12.45,0,Meta,System-Observed
TOUCH-000452,,2026-05-16T07:49:14,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,OR,5.06,0,Meta,System-Observed
TOUCH-000453,,2026-05-08T08:12:34,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,CA,5.22,0,Meta,System-Observed
TOUCH-000454,,2026-05-19T17:56:07,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,NV,14.38,0,Meta,System-Observed
TOUCH-000455,,2026-05-29T09:12:28,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,FL,10.7,0,Meta,System-Observed
TOUCH-000456,,2026-05-04T18:03:30,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,FL,13.86,0,Meta,System-Observed
TOUCH-000457,,2026-05-15T13:28:43,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,FL,3.77,0,Meta,System-Observed
TOUCH-000458,,2026-05-25T12:22:34,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,FL,12.74,0,Meta,System-Observed
TOUCH-000459,,2026-05-19T20:14:32,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,WA,6.25,0,Meta,System-Observed
TOUCH-000460,,2026-05-14T11:53:04,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,UT,4.86,0,Meta,System-Observed
TOUCH-000461,,2026-05-13T11:28:42,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,NY,6.44,0,Meta,System-Observed
TOUCH-000462,,2026-05-26T11:03:35,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,WA,14.34,0,Meta,System-Observed
TOUCH-000463,,2026-05-07T09:55:50,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,TX,7.21,0,Meta,System-Observed
TOUCH-000464,,2026-05-08T09:22:19,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,TX,3.91,0,Meta,System-Observed
TOUCH-000465,,2026-05-25T07:18:57,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,NV,8.13,0,Meta,System-Observed
TOUCH-000466,,2026-05-06T13:48:12,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,AZ,11.42,0,Meta,System-Observed
TOUCH-000467,,2026-05-27T18:17:05,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,AZ,10.48,0,Meta,System-Observed
TOUCH-000468,,2026-05-28T09:52:14,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,NV,14.01,0,Meta,System-Observed
TOUCH-000469,,2026-05-09T09:00:33,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,TX,11.59,0,Meta,System-Observed
TOUCH-000470,,2026-05-06T15:01:06,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,OR,7.71,0,Meta,System-Observed
TOUCH-000471,,2026-05-24T15:50:44,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,0,Google Analytics,System-Observed
TOUCH-000472,,2026-05-23T17:02:32,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000473,,2026-05-20T17:53:58,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000474,,2026-05-19T14:28:03,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000475,,2026-05-21T18:07:03,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000476,,2026-05-30T15:05:51,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000477,,2026-05-23T13:00:49,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,0,Google Analytics,System-Observed
TOUCH-000478,,2026-05-02T17:25:23,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,0,Google Analytics,System-Observed
TOUCH-000479,,2026-05-03T19:06:09,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000480,,2026-05-06T18:37:03,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,0,Google Analytics,System-Observed
TOUCH-000481,,2026-05-24T18:38:46,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,0,Google Analytics,System-Observed
TOUCH-000482,,2026-05-05T17:47:18,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,0,Google Analytics,System-Observed
TOUCH-000483,,2026-05-28T09:41:22,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000484,,2026-05-09T20:41:08,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000485,,2026-05-23T09:56:11,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,0,Google Analytics,System-Observed
TOUCH-000486,,2026-05-24T10:06:15,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000487,,2026-05-03T13:58:28,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000488,,2026-05-19T14:16:15,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,0,Google Analytics,System-Observed
TOUCH-000489,,2026-05-11T16:45:36,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,0,Google Analytics,System-Observed
TOUCH-000490,,2026-05-05T20:06:05,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000491,,2026-05-04T16:41:32,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,0,Google Analytics,System-Observed
TOUCH-000492,,2026-05-04T18:44:57,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000493,,2026-05-12T20:21:42,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,0,Google Analytics,System-Observed
TOUCH-000494,,2026-05-26T12:51:31,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000495,,2026-05-28T17:51:17,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,0,Google Analytics,System-Observed
TOUCH-000496,,2026-05-04T14:22:51,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,0,Google Analytics,System-Observed
TOUCH-000497,,2026-05-24T11:49:08,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,0,Google Analytics,System-Observed
TOUCH-000498,,2026-05-30T11:46:56,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,0,Google Analytics,System-Observed
TOUCH-000499,,2026-05-08T14:40:46,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,0,Google Analytics,System-Observed
TOUCH-000500,,2026-05-01T14:52:31,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000501,,2026-05-17T17:05:02,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000502,,2026-05-27T14:20:00,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,0,Google Analytics,System-Observed
TOUCH-000503,,2026-05-22T07:40:26,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,0,Google Analytics,System-Observed
TOUCH-000504,,2026-05-27T15:37:38,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
TOUCH-000505,,2026-05-10T08:27:18,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000506,,2026-05-31T09:50:30,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,0,Google Analytics,System-Observed
TOUCH-000507,,2026-05-27T10:35:09,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000508,,2026-05-07T12:18:05,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,0,Google Analytics,System-Observed
TOUCH-000509,,2026-05-05T08:05:07,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,0,Google Analytics,System-Observed
TOUCH-000510,,2026-05-02T20:56:42,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000511,,2026-05-23T19:56:49,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000512,,2026-05-06T15:10:12,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,0,Google Analytics,System-Observed
TOUCH-000513,,2026-05-31T18:25:52,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,0,Google Analytics,System-Observed
TOUCH-000514,,2026-05-14T09:16:05,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000515,,2026-05-26T20:44:44,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
TOUCH-000516,,2026-05-27T17:52:20,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000517,,2026-05-18T07:04:01,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,0,Google Analytics,System-Observed
TOUCH-000518,,2026-05-28T15:50:25,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,0,Google Analytics,System-Observed
TOUCH-000519,,2026-05-30T09:11:38,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000520,,2026-05-03T13:00:46,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000521,,2026-05-20T08:29:39,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000522,,2026-05-10T12:37:50,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000523,,2026-05-28T20:43:58,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,0,Google Analytics,System-Observed
TOUCH-000524,,2026-05-04T14:08:17,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000525,,2026-05-27T17:07:10,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,0,Google Analytics,System-Observed
TOUCH-000526,,2026-05-10T13:29:44,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000527,,2026-05-15T17:38:43,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,0,Google Analytics,System-Observed
TOUCH-000528,,2026-05-10T17:32:44,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,0,Google Analytics,System-Observed
TOUCH-000529,,2026-05-31T12:03:32,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,UT,,0,Google Analytics,System-Observed
TOUCH-000530,,2026-05-14T07:32:28,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
TOUCH-000531,,2026-05-31T09:13:58,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
