touch_id,inquiry_id,touch_timestamp,channel,platform,campaign_id,campaign_name,ad_group,keyword,search_term,match_type,landing_page,geography,cost,platform_conversion,source_system,evidence_class
TOUCH-000319,,2026-05-07T15:31:42,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Residential Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,FL,14.55,0,Google Ads,System-Observed
TOUCH-000320,,2026-05-24T15:22:20,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,NY,19.83,0,Google Ads,System-Observed
TOUCH-000321,,2026-05-26T18:39:53,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,AZ,33.73,0,Google Ads,System-Observed
TOUCH-000322,,2026-05-30T12:34:24,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,FL,28.29,0,Google Ads,System-Observed
TOUCH-000323,,2026-05-16T07:46:46,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Residential Programs,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,WA,42.47,0,Google Ads,System-Observed
TOUCH-000324,,2026-05-02T10:45:56,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,OR,33.68,0,Google Ads,System-Observed
TOUCH-000325,,2026-05-01T12:02:12,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,AZ,21.54,0,Google Ads,System-Observed
TOUCH-000326,,2026-05-11T12:16:50,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,FL,40.61,0,Google Ads,System-Observed
TOUCH-000327,,2026-05-11T14:22:42,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Family Support,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,CA,24.2,0,Google Ads,System-Observed
TOUCH-000328,,2026-05-23T08:14:58,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,UT,27.52,0,Google Ads,System-Observed
TOUCH-000329,,2026-05-13T09:31:08,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Family Support,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,OR,32.95,0,Google Ads,System-Observed
TOUCH-000330,,2026-05-14T08:35:15,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Admissions,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,NY,24.95,0,Google Ads,System-Observed
TOUCH-000331,,2026-05-13T10:39:03,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,AZ,23.08,0,Google Ads,System-Observed
TOUCH-000332,,2026-05-07T18:51:44,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,TX,16.59,0,Google Ads,System-Observed
TOUCH-000333,,2026-05-31T12:02:17,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,AZ,44.7,0,Google Ads,System-Observed
TOUCH-000334,,2026-05-04T09:15:42,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,AZ,44.6,0,Google Ads,System-Observed
TOUCH-000335,,2026-05-01T18:55:57,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,CO,26.69,0,Google Ads,System-Observed
TOUCH-000336,,2026-05-02T17:27:25,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,CO,36.08,0,Google Ads,System-Observed
TOUCH-000337,,2026-05-30T16:53:55,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,OR,21.58,0,Google Ads,System-Observed
TOUCH-000338,,2026-05-28T08:47:19,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,NY,21.5,0,Google Ads,System-Observed
TOUCH-000339,,2026-05-27T11:06:51,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,AZ,40.7,0,Google Ads,System-Observed
TOUCH-000340,,2026-05-12T16:23:49,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,NY,42.27,0,Google Ads,System-Observed
TOUCH-000341,,2026-05-03T15:57:13,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Family Support,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,TX,44.13,0,Google Ads,System-Observed
TOUCH-000342,,2026-05-06T16:13:44,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,TX,26.23,0,Google Ads,System-Observed
TOUCH-000343,,2026-05-23T07:04:18,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,substance abuse treatment options,substance abuse treatment options,Broad,https://harborridge.example.test/admissions,UT,42.37,0,Google Ads,System-Observed
TOUCH-000344,,2026-05-22T07:52:54,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,NV,26.7,0,Google Ads,System-Observed
TOUCH-000345,,2026-05-16T16:46:16,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Admissions,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,TX,21.67,0,Google Ads,System-Observed
TOUCH-000346,,2026-05-05T10:49:26,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,CO,15.04,0,Google Ads,System-Observed
TOUCH-000347,,2026-05-23T15:24:27,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Admissions,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,NY,19.62,0,Google Ads,System-Observed
TOUCH-000348,,2026-05-22T10:10:56,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,TX,26.52,0,Google Ads,System-Observed
TOUCH-000349,,2026-05-20T17:25:55,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Family Support,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,CA,11.16,0,Microsoft Ads,System-Observed
TOUCH-000350,,2026-05-15T11:03:22,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Family Support,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,CO,17.72,0,Microsoft Ads,System-Observed
TOUCH-000351,,2026-05-18T17:04:15,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,NV,29.82,0,Microsoft Ads,System-Observed
TOUCH-000352,,2026-05-17T19:39:39,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Family Support,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,UT,22.98,0,Microsoft Ads,System-Observed
TOUCH-000353,,2026-05-02T07:01:30,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Family Support,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,AZ,20.75,0,Microsoft Ads,System-Observed
TOUCH-000354,,2026-05-01T10:20:39,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Admissions,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,AZ,13.41,0,Microsoft Ads,System-Observed
TOUCH-000355,,2026-05-11T14:41:59,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Residential Programs,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,NV,29.05,0,Microsoft Ads,System-Observed
TOUCH-000356,,2026-05-02T07:37:45,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Family Support,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,FL,27.71,0,Microsoft Ads,System-Observed
TOUCH-000357,,2026-05-03T09:08:06,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,FL,22.85,0,Microsoft Ads,System-Observed
TOUCH-000358,,2026-05-04T07:34:39,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,NY,16.02,0,Microsoft Ads,System-Observed
TOUCH-000359,,2026-05-07T17:15:08,Paid Search,Microsoft Ads,CMP-2001,Behavioral Health - Brand (Bing),Detox Programs,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,NY,25.36,0,Microsoft Ads,System-Observed
TOUCH-000360,,2026-05-25T19:45:42,Paid Search,Microsoft Ads,CMP-2002,Residential Treatment - Geo (Bing),Admissions,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,FL,14.04,0,Microsoft Ads,System-Observed
TOUCH-000361,,2026-05-31T08:44:15,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,FL,11.34,0,Meta,System-Observed
TOUCH-000362,,2026-05-24T20:09:32,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,CA,13.83,0,Meta,System-Observed
TOUCH-000363,,2026-05-01T08:51:34,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,CO,3.94,0,Meta,System-Observed
TOUCH-000364,,2026-05-08T20:06:33,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,WA,6.7,0,Meta,System-Observed
TOUCH-000365,,2026-05-07T19:50:11,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,OR,4.38,0,Meta,System-Observed
TOUCH-000366,,2026-05-24T08:21:33,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,NY,3.83,0,Meta,System-Observed
TOUCH-000367,,2026-05-13T19:11:48,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,NV,12.25,0,Meta,System-Observed
TOUCH-000368,,2026-05-11T19:17:42,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,NV,13.91,0,Meta,System-Observed
TOUCH-000369,,2026-05-29T12:05:44,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,WA,7.25,0,Meta,System-Observed
TOUCH-000370,,2026-05-21T16:30:40,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,TX,13.83,0,Meta,System-Observed
TOUCH-000371,,2026-05-06T09:43:03,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,FL,14.06,0,Meta,System-Observed
TOUCH-000372,,2026-05-06T19:56:12,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,NV,15.0,0,Meta,System-Observed
TOUCH-000373,,2026-05-16T17:01:07,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,NV,4.5,0,Meta,System-Observed
TOUCH-000374,,2026-05-12T19:38:20,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,AZ,4.66,0,Meta,System-Observed
TOUCH-000375,,2026-05-17T16:01:40,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,WA,13.34,0,Meta,System-Observed
TOUCH-000376,,2026-05-06T12:10:29,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,NY,13.7,0,Meta,System-Observed
TOUCH-000377,,2026-05-13T09:54:25,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,TX,6.21,0,Meta,System-Observed
TOUCH-000378,,2026-05-28T19:17:56,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,TX,12.72,0,Meta,System-Observed
TOUCH-000379,,2026-05-02T15:04:52,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,OR,11.07,0,Meta,System-Observed
TOUCH-000380,,2026-05-15T15:08:55,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,NV,3.77,0,Meta,System-Observed
TOUCH-000381,,2026-05-20T15:15:06,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,NY,13.3,0,Meta,System-Observed
TOUCH-000382,,2026-05-05T09:27:42,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,FL,10.2,0,Meta,System-Observed
TOUCH-000383,,2026-05-01T16:54:46,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,AZ,10.29,0,Meta,System-Observed
TOUCH-000384,,2026-05-25T16:20:01,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,NV,10.08,0,Meta,System-Observed
TOUCH-000385,,2026-05-15T17:34:38,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,NY,7.94,0,Meta,System-Observed
TOUCH-000386,,2026-05-04T16:38:27,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,NY,4.96,0,Meta,System-Observed
TOUCH-000387,,2026-05-26T14:25:01,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,NV,9.27,0,Meta,System-Observed
TOUCH-000388,,2026-05-28T12:10:32,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,CA,10.33,0,Meta,System-Observed
TOUCH-000389,,2026-05-12T18:20:02,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,AZ,12.4,0,Meta,System-Observed
TOUCH-000390,,2026-05-31T15:28:15,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,FL,5.46,0,Meta,System-Observed
TOUCH-000391,,2026-05-25T17:37:52,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,NV,14.42,0,Meta,System-Observed
TOUCH-000392,,2026-05-13T19:17:17,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,FL,13.13,0,Meta,System-Observed
TOUCH-000393,,2026-05-13T09:13:05,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,NY,7.99,0,Meta,System-Observed
TOUCH-000394,,2026-05-19T14:46:44,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,WA,7.79,0,Meta,System-Observed
TOUCH-000395,,2026-05-06T09:03:19,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,AZ,14.99,0,Meta,System-Observed
TOUCH-000396,,2026-05-19T10:32:50,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,NV,7.63,0,Meta,System-Observed
TOUCH-000397,,2026-05-22T10:54:06,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,CO,9.44,0,Meta,System-Observed
TOUCH-000398,,2026-05-04T13:15:29,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,FL,10.3,0,Meta,System-Observed
TOUCH-000399,,2026-05-31T15:48:38,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,NV,13.4,0,Meta,System-Observed
TOUCH-000400,,2026-05-28T12:12:05,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,TX,11.04,0,Meta,System-Observed
TOUCH-000401,,2026-05-20T16:14:05,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,WA,11.88,0,Meta,System-Observed
TOUCH-000402,,2026-05-30T13:40:56,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,CO,10.71,0,Meta,System-Observed
TOUCH-000403,,2026-05-02T13:59:57,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,TX,4.91,0,Meta,System-Observed
TOUCH-000404,,2026-05-13T12:19:59,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,NV,6.18,0,Meta,System-Observed
TOUCH-000405,,2026-05-14T11:17:50,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,TX,13.82,0,Meta,System-Observed
TOUCH-000406,,2026-05-15T14:12:48,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,NY,4.77,0,Meta,System-Observed
TOUCH-000407,,2026-05-04T11:29:07,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,TX,11.35,0,Meta,System-Observed
TOUCH-000408,,2026-05-22T14:59:22,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,NV,7.21,0,Meta,System-Observed
TOUCH-000409,,2026-05-28T07:22:45,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,WA,7.0,0,Meta,System-Observed
TOUCH-000410,,2026-05-26T12:23:28,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,TX,6.22,0,Meta,System-Observed
TOUCH-000411,,2026-05-14T08:19:29,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,TX,10.23,0,Meta,System-Observed
TOUCH-000412,,2026-05-19T14:04:16,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,OR,12.28,0,Meta,System-Observed
TOUCH-000413,,2026-05-25T17:20:54,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,NV,7.26,0,Meta,System-Observed
TOUCH-000414,,2026-05-12T08:37:31,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,WA,11.95,0,Meta,System-Observed
TOUCH-000415,,2026-05-23T11:17:55,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,WA,4.9,0,Meta,System-Observed
TOUCH-000416,,2026-05-08T12:57:14,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,NV,6.49,0,Meta,System-Observed
TOUCH-000417,,2026-05-30T07:23:31,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,CO,8.68,0,Meta,System-Observed
TOUCH-000418,,2026-05-08T08:49:15,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,FL,3.35,0,Meta,System-Observed
TOUCH-000419,,2026-05-27T16:57:04,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,UT,13.59,0,Meta,System-Observed
TOUCH-000420,,2026-05-13T17:05:50,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,UT,5.16,0,Meta,System-Observed
TOUCH-000421,,2026-05-30T17:02:25,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Family Support,,,,https://harborridge.example.test/family-support,UT,8.14,0,Meta,System-Observed
TOUCH-000422,,2026-05-04T16:29:50,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,OR,9.55,0,Meta,System-Observed
TOUCH-000423,,2026-05-15T07:02:36,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,AZ,6.17,0,Meta,System-Observed
TOUCH-000424,,2026-05-18T20:44:42,Paid Social,Meta,CMP-3003,Local Community Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,TX,7.61,0,Meta,System-Observed
TOUCH-000425,,2026-05-18T11:18:02,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,OR,10.43,0,Meta,System-Observed
TOUCH-000426,,2026-05-17T17:42:21,Paid Social,Meta,CMP-3001,Family Support Awareness,Family Support,,,,https://harborridge.example.test/family-support,AZ,5.3,0,Meta,System-Observed
TOUCH-000427,,2026-05-16T07:35:03,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,CO,8.17,0,Meta,System-Observed
TOUCH-000428,,2026-05-10T20:11:01,Paid Social,Meta,CMP-3002,Recovery Journey - Lookalike,Community Awareness,,,,https://harborridge.example.test/family-support,WA,8.66,0,Meta,System-Observed
TOUCH-000429,,2026-05-18T14:37:15,Paid Social,Meta,CMP-3003,Local Community Awareness,Family Support,,,,https://harborridge.example.test/family-support,OR,14.73,0,Meta,System-Observed
TOUCH-000430,,2026-05-06T07:53:29,Paid Social,Meta,CMP-3001,Family Support Awareness,Community Awareness,,,,https://harborridge.example.test/family-support,NY,4.75,0,Meta,System-Observed
TOUCH-000431,,2026-05-08T14:08:16,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,0,Google Analytics,System-Observed
TOUCH-000432,,2026-05-31T08:56:49,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,0,Google Analytics,System-Observed
TOUCH-000433,,2026-05-26T20:57:00,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000434,,2026-05-28T16:50:27,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,0,Google Analytics,System-Observed
TOUCH-000435,,2026-05-19T15:48:09,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NV,,0,Google Analytics,System-Observed
TOUCH-000436,,2026-05-14T07:37:49,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
TOUCH-000437,,2026-05-04T11:04:51,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000438,,2026-05-03T08:24:13,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,0,Google Analytics,System-Observed
TOUCH-000439,,2026-05-12T11:26:48,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,NY,,0,Google Analytics,System-Observed
TOUCH-000440,,2026-05-22T10:03:28,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000441,,2026-05-09T17:37:01,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,0,Google Analytics,System-Observed
TOUCH-000442,,2026-05-13T14:56:48,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,0,Google Analytics,System-Observed
TOUCH-000443,,2026-05-12T07:36:49,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,0,Google Analytics,System-Observed
TOUCH-000444,,2026-05-05T07:09:06,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
TOUCH-000445,,2026-05-23T15:49:22,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000446,,2026-05-09T14:37:02,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,TX,,0,Google Analytics,System-Observed
TOUCH-000447,,2026-05-13T13:00:33,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,0,Google Analytics,System-Observed
TOUCH-000448,,2026-05-05T08:23:33,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,0,Google Analytics,System-Observed
TOUCH-000449,,2026-05-17T10:29:15,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000450,,2026-05-17T19:38:36,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000451,,2026-05-06T16:56:23,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,WA,,0,Google Analytics,System-Observed
TOUCH-000452,,2026-05-17T07:56:12,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000453,,2026-05-20T15:43:41,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
TOUCH-000454,,2026-05-09T08:17:16,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,OR,,0,Google Analytics,System-Observed
TOUCH-000455,,2026-05-14T09:52:42,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,0,Google Analytics,System-Observed
TOUCH-000456,,2026-05-23T10:45:58,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CA,,0,Google Analytics,System-Observed
TOUCH-000457,,2026-05-27T14:51:47,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,FL,,0,Google Analytics,System-Observed
TOUCH-000458,,2026-05-05T17:23:56,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,CO,,0,Google Analytics,System-Observed
TOUCH-000459,,2026-05-05T11:27:38,Organic,Google Organic,,,,,,,https://harborridge.example.test/treatment-programs,AZ,,0,Google Analytics,System-Observed
