touch_id,inquiry_id,touch_timestamp,channel,platform,campaign_id,campaign_name,ad_group,keyword,search_term,match_type,landing_page,geography,cost,platform_conversion,source_system,evidence_class
TOUCH-000218,,2026-05-26T19:01:28,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Family Support,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,TX,14.36,0,Google Ads,System-Observed
TOUCH-000219,,2026-05-27T16:54:51,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,AZ,34.59,0,Google Ads,System-Observed
TOUCH-000220,,2026-05-09T13:11:36,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Admissions,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,AZ,37.34,0,Google Ads,System-Observed
TOUCH-000221,,2026-05-25T11:32:28,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,CO,42.54,0,Google Ads,System-Observed
TOUCH-000222,,2026-05-13T17:55:38,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,UT,23.63,0,Google Ads,System-Observed
TOUCH-000223,,2026-05-01T09:46:21,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,AZ,26.46,0,Google Ads,System-Observed
TOUCH-000224,,2026-05-23T15:28:10,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Admissions,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,NV,28.43,0,Google Ads,System-Observed
TOUCH-000225,,2026-05-13T17:09:59,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,CA,22.9,0,Google Ads,System-Observed
TOUCH-000226,,2026-05-09T15:04:53,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,FL,29.67,0,Google Ads,System-Observed
TOUCH-000227,,2026-05-31T11:29:06,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,CA,28.72,0,Google Ads,System-Observed
TOUCH-000228,,2026-05-19T16:52:14,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,substance abuse treatment options,substance abuse treatment options,Broad,https://harborridge.example.test/admissions,UT,35.77,0,Google Ads,System-Observed
TOUCH-000229,,2026-05-22T13:31:25,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,OR,43.96,0,Google Ads,System-Observed
TOUCH-000230,,2026-05-26T16:33:14,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,NY,18.28,0,Google Ads,System-Observed
TOUCH-000231,,2026-05-21T16:33:40,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,NV,38.23,0,Google Ads,System-Observed
TOUCH-000232,,2026-05-23T10:09:58,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,CO,38.13,0,Google Ads,System-Observed
TOUCH-000233,,2026-05-29T11:48:47,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,UT,28.93,0,Google Ads,System-Observed
TOUCH-000234,,2026-05-18T14:16:24,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Family Support,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,CA,38.32,0,Google Ads,System-Observed
TOUCH-000235,,2026-05-06T09:58:49,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,CA,19.55,0,Google Ads,System-Observed
TOUCH-000236,,2026-05-18T18:44:22,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,AZ,24.14,0,Google Ads,System-Observed
TOUCH-000237,,2026-05-24T14:26:16,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Family Support,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,NY,19.38,0,Google Ads,System-Observed
TOUCH-000238,,2026-05-03T11:43:01,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Admissions,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,AZ,42.39,0,Google Ads,System-Observed
TOUCH-000239,,2026-05-19T16:11:51,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Family Support,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,CA,44.66,0,Google Ads,System-Observed
TOUCH-000240,,2026-05-11T15:57:13,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Residential Programs,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,CA,30.9,0,Google Ads,System-Observed
TOUCH-000241,,2026-05-09T07:50:21,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,TX,35.33,0,Google Ads,System-Observed
TOUCH-000242,,2026-05-10T13:48:11,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,NY,22.25,0,Google Ads,System-Observed
TOUCH-000243,,2026-05-07T15:13:17,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,WA,28.03,0,Google Ads,System-Observed
TOUCH-000244,,2026-05-02T17:36:54,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Admissions,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,NY,15.63,0,Google Ads,System-Observed
TOUCH-000245,,2026-05-16T18:42:42,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Residential Programs,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,TX,32.95,0,Google Ads,System-Observed
TOUCH-000246,,2026-05-07T15:21:34,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Admissions,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,CA,20.08,0,Google Ads,System-Observed
TOUCH-000247,,2026-05-23T16:31:54,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Family Support,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,TX,35.28,0,Google Ads,System-Observed
TOUCH-000248,,2026-05-26T16:58:49,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Family Support,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,CA,44.66,0,Google Ads,System-Observed
TOUCH-000249,,2026-05-07T20:27:56,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,NV,26.9,0,Google Ads,System-Observed
TOUCH-000250,,2026-05-30T07:20:58,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,NY,21.94,0,Google Ads,System-Observed
TOUCH-000251,,2026-05-15T18:48:48,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Family Support,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,WA,15.91,0,Google Ads,System-Observed
TOUCH-000252,,2026-05-11T07:33:54,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Residential Programs,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,NV,41.73,0,Google Ads,System-Observed
TOUCH-000253,,2026-05-20T09:20:48,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Family Support,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,NV,34.02,0,Google Ads,System-Observed
TOUCH-000254,,2026-05-29T10:38:42,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,AZ,43.18,0,Google Ads,System-Observed
TOUCH-000255,,2026-05-05T15:30:36,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,WA,18.01,0,Google Ads,System-Observed
TOUCH-000256,,2026-05-01T11:56:12,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Family Support,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,NV,29.95,0,Google Ads,System-Observed
TOUCH-000257,,2026-05-23T08:10:48,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,UT,32.65,0,Google Ads,System-Observed
TOUCH-000258,,2026-05-04T08:00:09,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,OR,43.39,0,Google Ads,System-Observed
TOUCH-000259,,2026-05-05T07:28:55,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,TX,39.92,0,Google Ads,System-Observed
TOUCH-000260,,2026-05-31T15:54:37,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,substance abuse treatment options,substance abuse treatment options,Broad,https://harborridge.example.test/admissions,UT,42.53,0,Google Ads,System-Observed
TOUCH-000261,,2026-05-06T09:41:18,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,FL,16.2,0,Google Ads,System-Observed
TOUCH-000262,,2026-05-03T13:00:54,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,AZ,30.3,0,Google Ads,System-Observed
TOUCH-000263,,2026-05-20T11:03:54,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,NY,28.08,0,Google Ads,System-Observed
TOUCH-000264,,2026-05-16T12:20:18,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Family Support,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,WA,22.84,0,Google Ads,System-Observed
TOUCH-000265,,2026-05-27T20:04:26,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,CO,31.27,0,Google Ads,System-Observed
TOUCH-000266,,2026-05-01T11:21:35,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Family Support,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,CO,44.6,0,Google Ads,System-Observed
TOUCH-000267,,2026-05-02T14:29:34,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Family Support,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,UT,33.79,0,Google Ads,System-Observed
TOUCH-000268,,2026-05-28T17:45:31,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Family Support,substance abuse treatment options,substance abuse treatment options,Broad,https://harborridge.example.test/admissions,TX,28.94,0,Google Ads,System-Observed
TOUCH-000269,,2026-05-31T10:36:09,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,OR,18.71,0,Google Ads,System-Observed
TOUCH-000270,,2026-05-02T17:33:54,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,OR,33.77,0,Google Ads,System-Observed
TOUCH-000271,,2026-05-18T14:40:29,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,CO,22.0,0,Google Ads,System-Observed
TOUCH-000272,,2026-05-07T07:14:43,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,NV,44.71,0,Google Ads,System-Observed
TOUCH-000273,,2026-05-30T10:20:33,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Family Support,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,NY,42.26,0,Google Ads,System-Observed
TOUCH-000274,,2026-05-13T20:05:36,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,TX,33.07,0,Google Ads,System-Observed
TOUCH-000275,,2026-05-10T16:07:31,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,CO,43.59,0,Google Ads,System-Observed
TOUCH-000276,,2026-05-05T18:50:25,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Residential Programs,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,CO,20.32,0,Google Ads,System-Observed
TOUCH-000277,,2026-05-05T17:35:17,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,substance abuse treatment options,substance abuse treatment options,Broad,https://harborridge.example.test/admissions,AZ,16.08,0,Google Ads,System-Observed
TOUCH-000278,,2026-05-24T18:56:26,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,OR,41.63,0,Google Ads,System-Observed
TOUCH-000279,,2026-05-29T09:37:41,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Residential Programs,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,NV,26.27,0,Google Ads,System-Observed
TOUCH-000280,,2026-05-25T12:39:53,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,NY,33.32,0,Google Ads,System-Observed
TOUCH-000281,,2026-05-16T15:33:11,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Admissions,residential treatment center,residential treatment center,Broad,https://harborridge.example.test/admissions,CO,20.51,0,Google Ads,System-Observed
TOUCH-000282,,2026-05-01T09:35:20,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,OR,41.48,0,Google Ads,System-Observed
TOUCH-000283,,2026-05-06T07:53:13,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,TX,20.33,0,Google Ads,System-Observed
TOUCH-000284,,2026-05-26T10:19:41,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Family Support,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,WA,28.21,0,Google Ads,System-Observed
TOUCH-000285,,2026-05-08T18:17:39,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,NV,41.79,0,Google Ads,System-Observed
TOUCH-000286,,2026-05-15T18:00:57,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,AZ,41.14,0,Google Ads,System-Observed
TOUCH-000287,,2026-05-18T15:52:45,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,AZ,25.2,0,Google Ads,System-Observed
TOUCH-000288,,2026-05-16T10:26:28,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,OR,25.61,0,Google Ads,System-Observed
TOUCH-000289,,2026-05-06T14:21:57,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,OR,15.46,0,Google Ads,System-Observed
TOUCH-000290,,2026-05-29T16:13:18,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,NY,23.68,0,Google Ads,System-Observed
TOUCH-000291,,2026-05-12T11:54:55,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,UT,31.11,0,Google Ads,System-Observed
TOUCH-000292,,2026-05-28T11:01:49,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,WA,26.23,0,Google Ads,System-Observed
TOUCH-000293,,2026-05-06T14:38:42,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,OR,41.32,0,Google Ads,System-Observed
TOUCH-000294,,2026-05-27T07:28:35,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Family Support,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,NY,14.84,0,Google Ads,System-Observed
TOUCH-000295,,2026-05-29T11:32:49,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,NV,36.97,0,Google Ads,System-Observed
TOUCH-000296,,2026-05-22T09:34:23,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,residential treatment center,residential treatment center,Broad,https://harborridge.example.test/admissions,OR,35.22,0,Google Ads,System-Observed
TOUCH-000297,,2026-05-17T08:17:32,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,FL,21.62,0,Google Ads,System-Observed
TOUCH-000298,,2026-05-15T17:45:46,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Admissions,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,OR,43.02,0,Google Ads,System-Observed
TOUCH-000299,,2026-05-11T11:06:50,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Admissions,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,TX,39.42,0,Google Ads,System-Observed
TOUCH-000300,,2026-05-08T14:27:46,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,substance abuse treatment options,substance abuse treatment options,Exact,https://harborridge.example.test/admissions,OR,15.91,0,Google Ads,System-Observed
TOUCH-000301,,2026-05-05T17:43:57,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Residential Programs,substance abuse treatment options,substance abuse treatment options,Broad,https://harborridge.example.test/admissions,CO,29.77,0,Google Ads,System-Observed
TOUCH-000302,,2026-05-17T13:40:49,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,WA,18.77,0,Google Ads,System-Observed
TOUCH-000303,,2026-05-01T15:02:55,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,OR,14.88,0,Google Ads,System-Observed
TOUCH-000304,,2026-05-04T18:38:06,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,detox center near me,detox center near me,Exact,https://harborridge.example.test/admissions,OR,29.29,0,Google Ads,System-Observed
TOUCH-000305,,2026-05-09T09:34:28,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Broad,https://harborridge.example.test/admissions,UT,44.3,0,Google Ads,System-Observed
TOUCH-000306,,2026-05-09T15:51:32,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,TX,23.3,0,Google Ads,System-Observed
TOUCH-000307,,2026-05-06T15:29:28,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,NY,42.81,0,Google Ads,System-Observed
TOUCH-000308,,2026-05-06T16:32:16,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,AZ,20.65,0,Google Ads,System-Observed
TOUCH-000309,,2026-05-12T18:29:35,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,WA,39.81,0,Google Ads,System-Observed
TOUCH-000310,,2026-05-21T19:55:51,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,NV,39.41,0,Google Ads,System-Observed
TOUCH-000311,,2026-05-05T18:58:21,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,UT,43.8,0,Google Ads,System-Observed
TOUCH-000312,,2026-05-19T08:04:44,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Residential Programs,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,NY,27.15,0,Google Ads,System-Observed
TOUCH-000313,,2026-05-31T13:52:08,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Residential Programs,inpatient mental health treatment,inpatient mental health treatment,Exact,https://harborridge.example.test/admissions,AZ,37.03,0,Google Ads,System-Observed
TOUCH-000314,,2026-05-11T11:25:22,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Family Support,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,FL,37.19,0,Google Ads,System-Observed
TOUCH-000315,,2026-05-09T16:43:56,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Admissions,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,NV,43.06,0,Google Ads,System-Observed
TOUCH-000316,,2026-05-24T16:29:12,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Detox Programs,substance abuse treatment options,substance abuse treatment options,Phrase,https://harborridge.example.test/admissions,CO,20.4,0,Google Ads,System-Observed
TOUCH-000317,,2026-05-28T14:55:59,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Admissions,family intervention help,family intervention help,Phrase,https://harborridge.example.test/admissions,TX,16.06,0,Google Ads,System-Observed
TOUCH-000318,,2026-05-01T15:40:00,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Admissions,behavioral health treatment near me,behavioral health treatment near me,Broad,https://harborridge.example.test/admissions,NV,35.04,0,Google Ads,System-Observed
TOUCH-000319,,2026-05-29T17:50:13,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Admissions,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,NV,35.7,0,Google Ads,System-Observed
TOUCH-000320,,2026-05-09T13:26:41,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,substance abuse treatment options,substance abuse treatment options,Broad,https://harborridge.example.test/admissions,UT,44.95,0,Google Ads,System-Observed
TOUCH-000321,,2026-05-25T07:34:13,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Residential Programs,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,TX,20.79,0,Google Ads,System-Observed
TOUCH-000322,,2026-05-18T14:13:58,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Family Support,residential treatment center,residential treatment center,Phrase,https://harborridge.example.test/admissions,FL,14.81,0,Google Ads,System-Observed
TOUCH-000323,,2026-05-19T18:40:15,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Family Support,behavioral health treatment near me,behavioral health treatment near me,Phrase,https://harborridge.example.test/admissions,UT,38.86,0,Google Ads,System-Observed
TOUCH-000324,,2026-05-31T15:30:08,Paid Search,Google Ads,CMP-1003,Detox Near Me - Geo,Detox Programs,detox center near me,detox center near me,Broad,https://harborridge.example.test/admissions,WA,44.64,0,Google Ads,System-Observed
TOUCH-000325,,2026-05-25T14:50:01,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,family intervention help,family intervention help,Exact,https://harborridge.example.test/admissions,AZ,31.79,0,Google Ads,System-Observed
TOUCH-000326,,2026-05-12T20:43:24,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Detox Programs,residential treatment center,residential treatment center,Broad,https://harborridge.example.test/admissions,FL,32.54,0,Google Ads,System-Observed
TOUCH-000327,,2026-05-29T15:12:38,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,behavioral health treatment near me,behavioral health treatment near me,Exact,https://harborridge.example.test/admissions,FL,32.55,0,Google Ads,System-Observed
TOUCH-000328,,2026-05-20T08:26:01,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Detox Programs,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,TX,36.73,0,Google Ads,System-Observed
TOUCH-000329,,2026-05-11T10:52:37,Paid Search,Google Ads,CMP-1005,Family Crisis - Non-Brand,Family Support,inpatient mental health treatment,inpatient mental health treatment,Phrase,https://harborridge.example.test/admissions,CO,37.77,0,Google Ads,System-Observed
TOUCH-000330,,2026-05-20T11:24:30,Paid Search,Google Ads,CMP-1001,Behavioral Health - Brand,Admissions,family intervention help,family intervention help,Broad,https://harborridge.example.test/admissions,UT,17.21,0,Google Ads,System-Observed
TOUCH-000331,,2026-05-23T09:58:53,Paid Search,Google Ads,CMP-1004,Residential Treatment - Geo,Family Support,residential treatment center,residential treatment center,Exact,https://harborridge.example.test/admissions,NV,25.33,0,Google Ads,System-Observed
TOUCH-000332,,2026-05-26T17:39:39,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Residential Programs,residential treatment center,residential treatment center,Broad,https://harborridge.example.test/admissions,AZ,33.04,0,Google Ads,System-Observed
TOUCH-000333,,2026-05-24T18:32:27,Paid Search,Google Ads,CMP-1002,Behavioral Health - Non-Brand,Detox Programs,detox center near me,detox center near me,Phrase,https://harborridge.example.test/admissions,UT,28.32,0,Google Ads,System-Observed
